"district","party","votes","votes_pct","region","poll_agg","pop_sup","poll_diff_pct","poll_result"
"Dubuc","PCQ",2956,11.0376759643031,"QC",13.1261701225174,12.9,1.7532567637009,11.2311947647026
"Dubuc","PVQ",NA,NA,"QC",NA,NA,NA,NA
"Dubuc","PCaQ",NA,NA,"QC",NA,NA,NA,NA
"Dubuc","Ind",NA,NA,"QC",NA,NA,NA,NA
"Dubuc","Other",200,0.746798103132818,"QC",NA,NA,NA,NA
"Duplessis","CAQ",8785,45.1369264758773,"QC",17.5136451675547,41,-57.2837922742568,19.2807832744517
"Duplessis","QS",1821,9.35621435544366,"QC",9.64178057003824,15.4,-37.3910352594919,5.85782894684608
"Duplessis","PQ",4825,24.7906283717824,"QC",34.5188037258404,14.6,136.430162505756,58.6125229456031
"Duplessis","PLQ",783,4.02301803421877,"QC",23.2607346633037,14.4,61.5328796062755,6.49849687775336
"Duplessis","PCQ",3059,15.7170014900067,"QC",13.1261701225174,12.9,1.7532567637009,15.9925608816812
"Duplessis","PVQ",NA,NA,"QC",NA,NA,NA,NA
"Duplessis","PCaQ",NA,NA,"QC",NA,NA,NA,NA
"Duplessis","Ind",NA,NA,"QC",NA,NA,NA,NA
"Duplessis","Other",190,0.976211272671222,"QC",NA,NA,NA,NA
"Fabre","CAQ",10912,31.8069198705803,"QC",17.5136451675547,41,-57.2837922742568,13.5867099630778
"Fabre","QS",3820,11.1347538403241,"QC",9.64178057003824,15.4,-37.3910352594919,6.9713541058309
"Fabre","PQ",3346,9.75311160987554,"QC",34.5188037258404,14.6,136.430162505756,23.0592976285965
"Fabre","PLQ",10606,30.9149736205439,"QC",23.2607346633037,14.4,61.5328796062755,49.937847118785
"Fabre","PCQ",5205,15.1718308216982,"QC",13.1261701225174,12.9,1.7532567637009,15.4378319717569
"Fabre","PVQ",418,1.21841023697788,"QC",NA,NA,NA,NA
"Fabre","PCaQ",NA,NA,"QC",NA,NA,NA,NA
"Fabre","Ind",NA,NA,"QC",NA,NA,NA,NA
"Fabre","Other",NA,NA,"QC",NA,NA,NA,NA
"Gaspé","CAQ",7542,41.3963444755475,"QC",17.5136451675547,41,-57.2837922742568,17.6829484970391
"Gaspé","QS",1634,8.96865909215654,"QC",9.64178057003824,15.4,-37.3910352594919,5.61518460870466
"Gaspé","PQ",6832,37.4993139030682,"QC",34.5188037258404,14.6,136.430162505756,88.6596887995678
"Gaspé","PLQ",1255,6.88841319501619,"QC",23.2607346633037,14.4,61.5328796062755,11.1270521930883
"Gaspé","PCQ",956,5.24726933421154,"QC",13.1261701225174,12.9,1.7532567637009,5.3392674387232
"Gaspé","PVQ",NA,NA,"QC",NA,NA,NA,NA
"Gaspé","PCaQ",NA,NA,"QC",NA,NA,NA,NA
"Gaspé","Ind",NA,NA,"QC",NA,NA,NA,NA
"Gaspé","Other",NA,NA,"QC",NA,NA,NA,NA
"Gatineau","CAQ",17055,46.7375517250829,"QC",17.5136451675547,41,-57.2837922742568,19.9645096808131
"Gatineau","QS",4415,12.0988736948837,"QC",9.64178057003824,15.4,-37.3910352594919,7.57497956562832
"Gatineau","PQ",3542,9.70650297333589,"QC",34.5188037258404,14.6,136.430162505756,22.9491007534841
"Gatineau","PLQ",7137,19.5582472390452,"QC",23.2607346633037,14.4,61.5328796062755,31.5929999657447
"Gatineau","PCQ",3927,10.7615576443507,"QC",13.1261701225174,12.9,1.7532567637009,10.9502353816298
"Gatineau","PVQ",NA,NA,"QC",NA,NA,NA,NA
"Gatineau","PCaQ",327,0.896111369926831,"QC",NA,NA,NA,NA
"Gatineau","Ind",NA,NA,"QC",NA,NA,NA,NA
"Gatineau","Other",88,0.241155353374805,"QC",NA,NA,NA,NA
"Gouin","CAQ",3596,12.3667377398721,"QC",17.5136451675547,41,-57.2837922742568,5.28260138186163
"Gouin","QS",17283,59.4366875300915,"QC",9.64178057003824,15.4,-37.3910352594919,37.2126947386409
"Gouin","PQ",3962,13.6254212806933,"QC",34.5188037258404,14.6,136.430162505756,32.2146056760371
"Gouin","PLQ",2444,8.4049797097462,"QC",23.2607346633037,14.4,61.5328796062755,13.5768057554762
"Gouin","PCQ",903,3.10544053923929,"QC",13.1261701225174,12.9,1.7532567637009,3.15988688553621
"Gouin","PVQ",602,2.07029369282619,"QC",NA,NA,NA,NA
"Gouin","PCaQ",NA,NA,"QC",NA,NA,NA,NA
"Gouin","Ind",NA,NA,"QC",NA,NA,NA,NA
"Gouin","Other",288,0.990439507531467,"QC",NA,NA,NA,NA
"Granby","CAQ",21515,58.194260366233,"QC",17.5136451675547,41,-57.2837922742568,24.8583811424999
"Granby","QS",5282,14.2868734954424,"QC",9.64178057003824,15.4,-37.3910352594919,8.94486358928251
"Granby","PQ",4378,11.841713775662,"QC",34.5188037258404,14.6,136.430162505756,27.9973831232642
"Granby","PLQ",1758,4.75507830461713,"QC",23.2607346633037,14.4,61.5328796062755,7.68101491298132
"Granby","PCQ",3737,10.107922425685,"QC",13.1261701225174,12.9,1.7532567637009,10.285140259283
"Granby","PVQ",263,0.711368369803359,"QC",NA,NA,NA,NA
"Granby","PCaQ",NA,NA,"QC",NA,NA,NA,NA
"Granby","Ind",NA,NA,"QC",NA,NA,NA,NA
"Granby","Other",38,0.102783262557139,"QC",NA,NA,NA,NA
"Groulx","CAQ",17431,47.7470074232339,"QC",17.5136451675547,41,-57.2837922742568,20.3957108737346
"Groulx","QS",5919,16.2133289506122,"QC",9.64178057003824,15.4,-37.3910352594919,10.1509974059514
"Groulx","PQ",5588,15.3066535185033,"QC",34.5188037258404,14.6,136.430162505756,36.1895457879904
"Groulx","PLQ",4024,11.0225436217712,"QC",23.2607346633037,14.4,61.5328796062755,17.8050321181048
"Groulx","PCQ",3177,8.7024406278248,"QC",13.1261701225174,12.9,1.7532567637009,8.85501675673919
"Groulx","PVQ",368,1.00802585805462,"QC",NA,NA,NA,NA
"Groulx","PCaQ",NA,NA,"QC",NA,NA,NA,NA
"Groulx","Ind",NA,NA,"QC",NA,NA,NA,NA
"Groulx","Other",NA,NA,"QC",NA,NA,NA,NA
"Hochelaga-Maisonneuve","CAQ",4728,18.8036907413299,"QC",17.5136451675547,41,-57.2837922742568,8.03222359717283
"Hochelaga-Maisonneuve","QS",12784,50.8431434934776,"QC",9.64178057003824,15.4,-37.3910352594919,31.8323657827973
"Hochelaga-Maisonneuve","PQ",4015,15.9680241807191,"QC",34.5188037258404,14.6,136.430162505756,37.7532255194325
"Hochelaga-Maisonneuve","PLQ",1957,7.78316894686605,"QC",23.2607346633037,14.4,61.5328796062755,12.5723769244942
"Hochelaga-Maisonneuve","PCQ",1161,4.6174037543748,"QC",13.1261701225174,12.9,1.7532567637009,4.69835869800576
"Hochelaga-Maisonneuve","PVQ",337,1.34027998727331,"QC",NA,NA,NA,NA
"Hochelaga-Maisonneuve","PCaQ",NA,NA,"QC",NA,NA,NA,NA
"Hochelaga-Maisonneuve","Ind",NA,NA,"QC",NA,NA,NA,NA
"Hochelaga-Maisonneuve","Other",162,0.644288895959275,"QC",NA,NA,NA,NA
"Hull","CAQ",11060,34.6436961628818,"QC",17.5136451675547,41,-57.2837922742568,14.7984732168119
"Hull","QS",6623,20.7454972592013,"QC",9.64178057003824,15.4,-37.3910352594919,12.9885410642564
"Hull","PQ",3122,9.77916992952232,"QC",34.5188037258404,14.6,136.430162505756,23.1209073560837
"Hull","PLQ",8276,25.9232576350822,"QC",23.2607346633037,14.4,61.5328796062755,41.874584545702
"Hull","PCQ",2189,6.8566953797964,"QC",13.1261701225174,12.9,1.7532567637009,6.97691085530905
"Hull","PVQ",655,2.05168363351605,"QC",NA,NA,NA,NA
"Hull","PCaQ",NA,NA,"QC",NA,NA,NA,NA
"Hull","Ind",NA,NA,"QC",NA,NA,NA,NA
"Hull","Other",NA,NA,"QC",NA,NA,NA,NA
"Huntingdon","CAQ",13664,46.6443640335905,"QC",17.5136451675547,41,-57.2837922742568,19.9247034329403
"Huntingdon","QS",3265,11.1456270908719,"QC",9.64178057003824,15.4,-37.3910352594919,6.97816173543247
"Huntingdon","PQ",3522,12.0229398511641,"QC",34.5188037258404,14.6,136.430162505756,28.4258562280765
"Huntingdon","PLQ",4214,14.3851983341299,"QC",23.2607346633037,14.4,61.5328796062755,23.2368251061939
"Huntingdon","PCQ",3923,13.3918208506861,"QC",13.1261701225174,12.9,1.7532567637009,13.6266138555335
"Huntingdon","PVQ",367,1.25281627637059,"QC",NA,NA,NA,NA
"Huntingdon","PCaQ",339,1.157233563187,"QC",NA,NA,NA,NA
"Huntingdon","Ind",NA,NA,"QC",NA,NA,NA,NA
"Huntingdon","Other",NA,NA,"QC",NA,NA,NA,NA
"Iberville","CAQ",18223,53.1468735417639,"QC",17.5136451675547,41,-57.2837922742568,22.7023289018379
"Iberville","QS",4703,13.7161689220719,"QC",9.64178057003824,15.4,-37.3910352594919,8.5875513641685
"Iberville","PQ",5227,15.2444003733084,"QC",34.5188037258404,14.6,136.430162505756,36.0423605756413
"Iberville","PLQ",1934,5.64045730284648,"QC",23.2607346633037,14.4,61.5328796062755,9.11119310425038
"Iberville","PCQ",3863,11.266332244517,"QC",13.1261701225174,12.9,1.7532567637009,11.463859976615
"Iberville","PVQ",NA,NA,"QC",NA,NA,NA,NA
"Iberville","PCaQ",NA,NA,"QC",NA,NA,NA,NA
"Iberville","Ind",NA,NA,"QC",NA,NA,NA,NA
"Iberville","Other",338,0.985767615492301,"QC",NA,NA,NA,NA
"Îles-de-la-Madeleine","CAQ",3338,39.9091343854615,"QC",17.5136451675547,41,-57.2837922742568,17.0476687456397
"Îles-de-la-Madeleine","QS",450,5.38020086083214,"QC",9.64178057003824,15.4,-37.3910352594919,3.3684880599269
"Îles-de-la-Madeleine","PQ",3877,46.3534194165471,"QC",34.5188037258404,14.6,136.430162505756,109.593464853517
"Îles-de-la-Madeleine","PLQ",606,7.24533715925395,"QC",23.2607346633037,14.4,61.5328796062755,11.7036017505264
"Îles-de-la-Madeleine","PCQ",93,1.11190817790531,"QC",13.1261701225174,12.9,1.7532567637009,1.13140278324058
"Îles-de-la-Madeleine","PVQ",NA,NA,"QC",NA,NA,NA,NA
"Îles-de-la-Madeleine","PCaQ",NA,NA,"QC",NA,NA,NA,NA
"Îles-de-la-Madeleine","Ind",NA,NA,"QC",NA,NA,NA,NA
"Îles-de-la-Madeleine","Other",NA,NA,"QC",NA,NA,NA,NA
"Jacques-Cartier","CAQ",2735,9.42388532837158,"QC",17.5136451675547,41,-57.2837922742568,4.02552643270304
"Jacques-Cartier","QS",1456,5.0168837433671,"QC",9.64178057003824,15.4,-37.3910352594919,3.14101897395699
"Jacques-Cartier","PQ",877,3.02184549651988,"QC",34.5188037258404,14.6,136.430162505756,7.14455421809483
"Jacques-Cartier","PLQ",18158,62.5663289917993,"QC",23.2607346633037,14.4,61.5328796062755,101.065192884389
"Jacques-Cartier","PCQ",3260,11.2328578319895,"QC",13.1261701225174,12.9,1.7532567637009,11.4297986716858
"Jacques-Cartier","PVQ",1074,3.70064089311557,"QC",NA,NA,NA,NA
"Jacques-Cartier","PCaQ",1462,5.03755771483702,"QC",NA,NA,NA,NA
"Jacques-Cartier","Ind",NA,NA,"QC",NA,NA,NA,NA
"Jacques-Cartier","Other",NA,NA,"QC",NA,NA,NA,NA
"Jean-Lesage","CAQ",9426,31.2595343901307,"QC",17.5136451675547,41,-57.2837922742568,13.3528876441883
"Jean-Lesage","QS",11390,37.7727664654772,"QC",9.64178057003824,15.4,-37.3910352594919,23.6491380378851
"Jean-Lesage","PQ",3337,11.0665251707899,"QC",34.5188037258404,14.6,136.430162505756,26.1646034450391
"Jean-Lesage","PLQ",1326,4.39742654374212,"QC",23.2607346633037,14.4,61.5328796062755,7.10328972467737
"Jean-Lesage","PCQ",4258,14.1208463222126,"QC",13.1261701225174,12.9,1.7532567637009,14.3684210154486
"Jean-Lesage","PVQ",237,0.785965377727665,"QC",NA,NA,NA,NA
"Jean-Lesage","PCaQ",NA,NA,"QC",NA,NA,NA,NA
"Jean-Lesage","Ind",NA,NA,"QC",NA,NA,NA,NA
"Jean-Lesage","Other",180,0.596935729919745,"QC",NA,NA,NA,NA
"Jeanne-Mance-Viger","CAQ",4455,16.6020719982112,"QC",17.5136451675547,41,-57.2837922742568,7.09177556153334
"Jeanne-Mance-Viger","QS",2858,10.6506670641723,"QC",9.64178057003824,15.4,-37.3910352594919,6.66827238683655
"Jeanne-Mance-Viger","PQ",1122,4.18126257732727,"QC",34.5188037258404,14.6,136.430162505756,9.88576590636724
"Jeanne-Mance-Viger","PLQ",14471,53.9278527241559,"QC",23.2607346633037,14.4,61.5328796062755,87.1112134151604
"Jeanne-Mance-Viger","PCQ",3113,11.6009540135649,"QC",13.1261701225174,12.9,1.7532567637009,11.8043485244615
"Jeanne-Mance-Viger","PVQ",319,1.18879034061266,"QC",NA,NA,NA,NA
"Jeanne-Mance-Viger","PCaQ",496,1.84840128195573,"QC",NA,NA,NA,NA
"Jeanne-Mance-Viger","Ind",NA,NA,"QC",NA,NA,NA,NA
"Jeanne-Mance-Viger","Other",NA,NA,"QC",NA,NA,NA,NA
"Jean-Talon","CAQ",11105,32.5049759981267,"QC",17.5136451675547,41,-57.2837922742568,13.8848930685628
"Jean-Talon","QS",8117,23.7589275260508,"QC",9.64178057003824,15.4,-37.3910352594919,14.875218557508
"Jean-Talon","PQ",6386,18.6921906099988,"QC",34.5188037258404,14.6,136.430162505756,44.1939766351059
"Jean-Talon","PLQ",4616,13.5112984428053,"QC",23.2607346633037,14.4,61.5328796062755,21.8251894468613
"Jean-Talon","PCQ",3541,10.3647113921087,"QC",13.1261701225174,12.9,1.7532567637009,10.5464313956289
"Jean-Talon","PVQ",262,0.766889123053507,"QC",NA,NA,NA,NA
"Jean-Talon","PCaQ",NA,NA,"QC",NA,NA,NA,NA
"Jean-Talon","Ind",NA,NA,"QC",NA,NA,NA,NA
"Jean-Talon","Other",137,0.401006907856223,"QC",NA,NA,NA,NA
"Johnson","CAQ",21944,52.4976076555024,"QC",17.5136451675547,41,-57.2837922742568,22.42498713717
"Johnson","QS",5769,13.8014354066986,"QC",9.64178057003824,15.4,-37.3910352594919,8.6409358274639
"Johnson","PQ",6024,14.4114832535885,"QC",34.5188037258404,14.6,136.430162505756,34.0730932759492
"Johnson","PLQ",1469,3.51435406698565,"QC",23.2607346633037,14.4,61.5328796062755,5.67683732396217
"Johnson","PCQ",6323,15.1267942583732,"QC",13.1261701225174,12.9,1.7532567637009,15.3920058018393
"Johnson","PVQ",NA,NA,"QC",NA,NA,NA,NA
"Johnson","PCaQ",NA,NA,"QC",NA,NA,NA,NA
"Johnson","Ind",NA,NA,"QC",NA,NA,NA,NA
"Johnson","Other",271,0.648325358851675,"QC",NA,NA,NA,NA
"Joliette","CAQ",17925,45.5758962623951,"QC",17.5136451675547,41,-57.2837922742568,19.4682945203139
"Joliette","QS",4476,11.3806254767353,"QC",9.64178057003824,15.4,-37.3910352594919,7.12529179197849
"Joliette","PQ",12281,31.2255275870837,"QC",34.5188037258404,14.6,136.430162505756,73.8265656174216
"Joliette","PLQ",1178,2.9951690821256,"QC",23.2607346633037,14.4,61.5328796062755,4.83818286743434
"Joliette","PCQ",3470,8.82278159166031,"QC",13.1261701225174,12.9,1.7532567637009,8.97746760666265
"Joliette","PVQ",NA,NA,"QC",NA,NA,NA,NA
"Joliette","PCaQ",NA,NA,"QC",NA,NA,NA,NA
"Joliette","Ind",NA,NA,"QC",NA,NA,NA,NA
"Joliette","Other",NA,NA,"QC",NA,NA,NA,NA
"Jonquière","CAQ",18196,59.3922381434214,"QC",17.5136451675547,41,-57.2837922742568,25.3701118183119
"Jonquière","QS",2778,9.06746744132911,"QC",9.64178057003824,15.4,-37.3910352594919,5.67704749319879
"Jonquière","PQ",5912,19.2969285504455,"QC",34.5188037258404,14.6,136.430162505756,45.623759530438
"Jonquière","PLQ",648,2.11508959754545,"QC",23.2607346633037,14.4,61.5328796062755,3.41656513316795
"Jonquière","PCQ",2926,9.55054346052159,"QC",13.1261701225174,12.9,1.7532567637009,9.71798900971338
"Jonquière","PVQ",NA,NA,"QC",NA,NA,NA,NA
"Jonquière","PCaQ",NA,NA,"QC",NA,NA,NA,NA
"Jonquière","Ind",NA,NA,"QC",NA,NA,NA,NA
"Jonquière","Other",177,0.577732806736952,"QC",NA,NA,NA,NA
"Labelle","CAQ",17662,53.0836739600866,"QC",17.5136451675547,41,-57.2837922742568,22.6753324372468
"Labelle","QS",4079,12.2595575859582,"QC",9.64178057003824,15.4,-37.3910352594919,7.67558208633483
"Labelle","PQ",6366,19.1332050973792,"QC",34.5188037258404,14.6,136.430162505756,45.2366679042932
"Labelle","PLQ",1679,5.04628516470305,"QC",23.2607346633037,14.4,61.5328796062755,8.15140973968913
"Labelle","PCQ",3173,9.53654724693436,"QC",13.1261701225174,12.9,1.7532567637009,9.70374740656477
"Labelle","PVQ",NA,NA,"QC",NA,NA,NA,NA
"Labelle","PCaQ",NA,NA,"QC",NA,NA,NA,NA
"Labelle","Ind",NA,NA,"QC",NA,NA,NA,NA
"Labelle","Other",313,0.940730944938687,"QC",NA,NA,NA,NA
"Lac-Saint-Jean","CAQ",14798,51.4677239844185,"QC",17.5136451675547,41,-57.2837922742568,21.9850598888963
"Lac-Saint-Jean","QS",2178,7.57512520868114,"QC",9.64178057003824,15.4,-37.3910352594919,4.74270747095251
"Lac-Saint-Jean","PQ",7367,25.6225653867557,"QC",34.5188037258404,14.6,136.430162505756,60.5794729820501
"Lac-Saint-Jean","PLQ",867,3.01544240400668,"QC",23.2607346633037,14.4,61.5328796062755,4.87093094806069
"Lac-Saint-Jean","PCQ",3270,11.373121869783,"QC",13.1261701225174,12.9,1.7532567637009,11.5725218982089
"Lac-Saint-Jean","PVQ",NA,NA,"QC",NA,NA,NA,NA
"Lac-Saint-Jean","PCaQ",NA,NA,"QC",NA,NA,NA,NA
"Lac-Saint-Jean","Ind",NA,NA,"QC",NA,NA,NA,NA
"Lac-Saint-Jean","Other",272,0.946021146355036,"QC",NA,NA,NA,NA
"LaFontaine","CAQ",5189,20.0123413938062,"QC",17.5136451675547,41,-57.2837922742568,8.54851332056312
"LaFontaine","QS",2301,8.87423348374407,"QC",9.64178057003824,15.4,-37.3910352594919,5.55606571282769
"LaFontaine","PQ",1322,5.09853831617108,"QC",34.5188037258404,14.6,136.430162505756,12.0544824263415
"LaFontaine","PLQ",13398,51.6718731921786,"QC",23.2607346633037,14.4,61.5328796062755,83.4670647138293
"LaFontaine","PCQ",3406,13.1358710324347,"QC",13.1261701225174,12.9,1.7532567637009,13.3661765797819
"LaFontaine","PVQ",313,1.20714258166532,"QC",NA,NA,NA,NA
"LaFontaine","PCaQ",NA,NA,"QC",NA,NA,NA,NA
"LaFontaine","Ind",NA,NA,"QC",NA,NA,NA,NA
"LaFontaine","Other",NA,NA,"QC",NA,NA,NA,NA
"La Peltrie","CAQ",19714,44.3529517638589,"QC",17.5136451675547,41,-57.2837922742568,18.9458990079486
"La Peltrie","QS",3954,8.89578833693305,"QC",9.64178057003824,15.4,-37.3910352594919,5.56956098326064
"La Peltrie","PQ",4415,9.93295536357091,"QC",34.5188037258404,14.6,136.430162505756,23.4845025077149
"La Peltrie","PLQ",2517,5.6627969762419,"QC",23.2607346633037,14.4,61.5328796062755,9.14727902198064
"La Peltrie","PCQ",13291,29.9023578113751,"QC",13.1261701225174,12.9,1.7532567637009,30.4266229222091
"La Peltrie","PVQ",289,0.650197984161267,"QC",NA,NA,NA,NA
"La Peltrie","PCaQ",NA,NA,"QC",NA,NA,NA,NA
"La Peltrie","Ind",NA,NA,"QC",NA,NA,NA,NA
"La Peltrie","Other",268,0.602951763858891,"QC",NA,NA,NA,NA
"La Pinière","CAQ",10272,31.1745068285281,"QC",17.5136451675547,41,-57.2837922742568,13.31656709435
"La Pinière","QS",3301,10.0182094081942,"QC",9.64178057003824,15.4,-37.3910352594919,6.27229719600659
"La Pinière","PQ",2577,7.82094081942337,"QC",34.5188037258404,14.6,136.430162505756,18.4910630888417
"La Pinière","PLQ",12688,38.5068285280728,"QC",23.2607346633037,14.4,61.5328796062755,62.2011889664469
"La Pinière","PCQ",3345,10.1517450682853,"QC",13.1261701225174,12.9,1.7532567637009,10.3297312253287
"La Pinière","PVQ",396,1.20182094081942,"QC",NA,NA,NA,NA
"La Pinière","PCaQ",371,1.12594840667678,"QC",NA,NA,NA,NA
"La Pinière","Ind",NA,NA,"QC",NA,NA,NA,NA
"La Pinière","Other",NA,NA,"QC",NA,NA,NA,NA
"Laporte","CAQ",10361,30.7566717131238,"QC",17.5136451675547,41,-57.2837922742568,13.1380837785028
"Laporte","QS",5968,17.7160328910262,"QC",9.64178057003824,15.4,-37.3910352594919,11.0918247861594
"Laporte","PQ",4108,12.1946151334343,"QC",34.5188037258404,14.6,136.430162505756,28.8317483769302
"Laporte","PLQ",9707,28.8152699854543,"QC",23.2607346633037,14.4,61.5328796062755,46.5461353738272
"Laporte","PCQ",2488,7.38563837682192,"QC",13.1261701225174,12.9,1.7532567637009,7.51512758120604
"Laporte","PVQ",497,1.47534657286193,"QC",NA,NA,NA,NA
"Laporte","PCaQ",445,1.32098435598302,"QC",NA,NA,NA,NA
"Laporte","Ind",NA,NA,"QC",NA,NA,NA,NA
"Laporte","Other",113,0.335440971294565,"QC",NA,NA,NA,NA
"La Prairie","CAQ",18229,52.7108695023567,"QC",17.5136451675547,41,-57.2837922742568,22.5160845106721
"La Prairie","QS",4531,13.1018130295232,"QC",9.64178057003824,15.4,-37.3910352594919,8.20290950002146
"La Prairie","PQ",3950,11.421796836596,"QC",34.5188037258404,14.6,136.430162505756,27.0045728218413
"La Prairie","PLQ",4791,13.8536275048434,"QC",23.2607346633037,14.4,61.5328796062755,22.3781634385006
"La Prairie","PCQ",2751,7.95477546771535,"QC",13.1261701225174,12.9,1.7532567637009,8.09424310664029
"La Prairie","PVQ",NA,NA,"QC",NA,NA,NA,NA
"La Prairie","PCaQ",NA,NA,"QC",NA,NA,NA,NA
"La Prairie","Ind",NA,NA,"QC",NA,NA,NA,NA
"La Prairie","Other",331,0.957117658965388,"QC",NA,NA,NA,NA
"L'Assomption","CAQ",18637,58.6253538848695,"QC",17.5136451675547,41,-57.2837922742568,25.0425279454129
"L'Assomption","QS",4553,14.3221138722869,"QC",9.64178057003824,15.4,-37.3910352594919,8.96692722439551
"L'Assomption","PQ",4370,13.7464611513054,"QC",34.5188037258404,14.6,136.430162505756,32.5007804388221
"L'Assomption","PLQ",1806,5.68103177099717,"QC",23.2607346633037,14.4,61.5328796062755,9.17673421103912
"L'Assomption","PCQ",2424,7.62503932054105,"QC",13.1261701225174,12.9,1.7532567637009,7.75872583816329
"L'Assomption","PVQ",NA,NA,"QC",NA,NA,NA,NA
"L'Assomption","PCaQ",NA,NA,"QC",NA,NA,NA,NA
"L'Assomption","Ind",NA,NA,"QC",NA,NA,NA,NA
"L'Assomption","Other",NA,NA,"QC",NA,NA,NA,NA
"Laurier-Dorion","CAQ",3203,11.7313115774823,"QC",17.5136451675547,41,-57.2837922742568,5.01117142239151
"Laurier-Dorion","QS",13323,48.796835512581,"QC",9.64178057003824,15.4,-37.3910352594919,30.5511935405556
"Laurier-Dorion","PQ",2800,10.2552833022012,"QC",34.5188037258404,14.6,136.430162505756,24.24658297682
"Laurier-Dorion","PLQ",5344,19.5729407024869,"QC",23.2607346633037,14.4,61.5328796062755,31.6167347403559
"Laurier-Dorion","PCQ",1512,5.53785298318866,"QC",13.1261701225174,12.9,1.7532567637009,5.63494576518023
"Laurier-Dorion","PVQ",332,1.21598359154672,"QC",NA,NA,NA,NA
"Laurier-Dorion","PCaQ",NA,NA,"QC",NA,NA,NA,NA
"Laurier-Dorion","Ind",NA,NA,"QC",NA,NA,NA,NA
"Laurier-Dorion","Other",789,2.88979233051313,"QC",NA,NA,NA,NA
"Laval-des-Rapides","CAQ",10599,31.8958772193801,"QC",17.5136451675547,41,-57.2837922742568,13.6247091689784
"Laval-des-Rapides","QS",5542,16.6777008727054,"QC",9.64178057003824,15.4,-37.3910352594919,10.4417358589195
"Laval-des-Rapides","PQ",4293,12.9190490520614,"QC",34.5188037258404,14.6,136.430162505756,30.5445286679871
"Laval-des-Rapides","PLQ",9546,28.7270538669877,"QC",23.2607346633037,14.4,61.5328796062755,46.4036373373911
"Laval-des-Rapides","PCQ",2852,8.58260607884442,"QC",13.1261701225174,12.9,1.7532567637009,8.73308120042356
"Laval-des-Rapides","PVQ",398,1.19771291002107,"QC",NA,NA,NA,NA
"Laval-des-Rapides","PCaQ",NA,NA,"QC",NA,NA,NA,NA
"Laval-des-Rapides","Ind",NA,NA,"QC",NA,NA,NA,NA
"Laval-des-Rapides","Other",NA,NA,"QC",NA,NA,NA,NA
"Laviolette–Saint-Maurice","CAQ",19418,51.7220254108622,"QC",17.5136451675547,41,-57.2837922742568,22.0936878144656
"Laviolette–Saint-Maurice","QS",3568,9.50376901153344,"QC",9.64178057003824,15.4,-37.3910352594919,5.9502113894503
"Laviolette–Saint-Maurice","PQ",6010,16.0083104706603,"QC",34.5188037258404,14.6,136.430162505756,37.8484744602081
"Laviolette–Saint-Maurice","PLQ",1875,4.99427323335908,"QC",23.2607346633037,14.4,61.5328796062755,8.06739336925037
"Laviolette–Saint-Maurice","PCQ",6287,16.7461311030019,"QC",13.1261701225174,12.9,1.7532567637009,17.0397337792235
"Laviolette–Saint-Maurice","PVQ",NA,NA,"QC",NA,NA,NA,NA
"Laviolette–Saint-Maurice","PCaQ",NA,NA,"QC",NA,NA,NA,NA
"Laviolette–Saint-Maurice","Ind",137,0.364914897584104,"QC",NA,NA,NA,NA
"Laviolette–Saint-Maurice","Other",248,0.660575872998961,"QC",NA,NA,NA,NA
"Les Plaines","CAQ",13922,50.5445832123148,"QC",17.5136451675547,41,-57.2837922742568,21.5907291590835
"Les Plaines","QS",3668,13.3168748184723,"QC",9.64178057003824,15.4,-37.3910352594919,8.3375574596349
"Les Plaines","PQ",4444,16.1341853035144,"QC",34.5188037258404,14.6,136.430162505756,38.1460805320789
"Les Plaines","PLQ",1895,6.87990124891083,"QC",23.2607346633037,14.4,61.5328796062755,11.1133026014338
"Les Plaines","PCQ",3333,12.1006389776358,"QC",13.1261701225174,12.9,1.7532567637009,12.3127942489622
"Les Plaines","PVQ",282,1.0238164391519,"QC",NA,NA,NA,NA
"Les Plaines","PCaQ",NA,NA,"QC",NA,NA,NA,NA
"Les Plaines","Ind",NA,NA,"QC",NA,NA,NA,NA
"Les Plaines","Other",NA,NA,"QC",NA,NA,NA,NA
"Lévis","CAQ",18051,48.7904424683082,"QC",17.5136451675547,41,-57.2837922742568,20.8414267550718
"Lévis","QS",4244,11.4712003675974,"QC",9.64178057003824,15.4,-37.3910352594919,7.18199979346207
"Lévis","PQ",4775,12.9064518744763,"QC",34.5188037258404,14.6,136.430162505756,30.5147451405516
"Lévis","PLQ",1899,5.1328486093467,"QC",23.2607346633037,14.4,61.5328796062755,8.2912381645084
"Lévis","PCQ",7677,20.7503311079277,"QC",13.1261701225174,12.9,1.7532567637009,21.1141376915677
"Lévis","PVQ",213,0.575722355866692,"QC",NA,NA,NA,NA
"Lévis","PCaQ",NA,NA,"QC",NA,NA,NA,NA
"Lévis","Ind",NA,NA,"QC",NA,NA,NA,NA
"Lévis","Other",138,0.373003216477012,"QC",NA,NA,NA,NA
"Lotbinière-Frontenac","CAQ",18330,43.7167592835508,"QC",17.5136451675547,41,-57.2837922742568,18.6741417065247
"Lotbinière-Frontenac","QS",3925,9.36106274893272,"QC",9.64178057003824,15.4,-37.3910352594919,5.86086447581612
"Lotbinière-Frontenac","PQ",3688,8.79582150778697,"QC",34.5188037258404,14.6,136.430162505756,20.795975084577
