EventNameEnglish,EventNameFrench,IsGeneralElection,ElectoralDistrictNumber,ElectoralDistrictNameEnglish,ElectoralDistrictNameFrench,ReturningOfficerName,ReturningOfficeCity,PollingDate,ResignedMPPName,NameOfCandidates,PoliticalInterestCode,TotalValidBallotsCast,PercentOfTotalValidBallotsCast,Plurality,IsMemberOfPreviousLegislature
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,025,Eglinton—Lawrence,Eglinton—Lawrence,CRAIG SPARLING,TORONTO,2022-Jun-02,Robin Martin,ERWIN E. SNIEDZINS,NBO,393,0.01001069845636558,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,094,Scarborough Centre,Scarborough-Centre,GERALD HENDERSON,TORONTO,2022-Jun-02,Christina Mitas,PAUL BEATTY,IND,156,0.00489503906617716,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,114,Waterloo,Waterloo,DIANE ALMEIDA,WATERLOO,2022-Jun-02,Catherine Fife,CATHERINE FIFE,NDP,20615,0.45890654912960242,7439,1
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,052,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,BARBARA MILLS,BROCKVILLE,2022-Jun-02,Steve Clark,STEVE CLARK,PCP,24657,0.57685289163391353,16911,1
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,007,Beaches—East York,Beaches—East York,JEFF PAULIN,TORONTO,2022-Jun-02,Rima Berns-McGown,JOHN FERGUSON,ONP,310,0.00762645148592796,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,074,Oakville,Oakville,SUSAN KUN,OAKVILLE,2022-Jun-02,Stephen Crawford,MAEVE MCNAUGHTON,NDP,3154,0.06772745818033455,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,033,Guelph,Guelph,SUSAN DICKERT,GUELPH,2022-Jun-02,Mike Schreiner,RAECHELLE DEVEREAUX,LIB,7263,0.13292946301109118,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,086,Peterborough—Kawartha,Peterborough—Kawartha,RODNEY MANLEY,PETERBOROUGH,2022-Jun-02,Dave Smith,TOM MARAZZO,ONP,1972,0.03765298913562331,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,018,Chatham-Kent—Leamington,Chatham-Kent—Leamington,RITA DRURY,CHATHAM-KENT,2022-Jun-02,Rick Nicholls,BROCK MCGREGOR,NDP,11163,0.30276647681041497,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,004,Barrie—Innisfil,Barrie—Innisfil,DENNIS CHRONOPOULOS,BARRIE,2022-Jun-02,Andrea Khanjin,PEKKA REINIO,NDP,6942,0.19138729598588442,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,012,Brampton West,Brampton-Ouest,SHASHIKANT NAYAK,BRAMPTON,2022-Jun-02,Amarjot Sandhu,AMARJOT SANDHU,PCP,14751,0.47836943831884809,6662,1
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,108,Timmins,Timmins,ANNE MARIE VAILLANCOURT,TIMMINS,2022-Jun-02,Gilles Bisson,GEORGE PIRIE,PCP,9356,0.64805707556971670,5085,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,116,Whitby,Whitby,ROXANNE TOMMASULO,WHITBY,2022-Jun-02,Lorne Coe,EMIL LABAJ,ONP,519,0.01125715773034877,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,118,Windsor—Tecumseh,Windsor—Tecumseh,MARK MOORE,TECUMSEH,2022-Jun-02,Percy Hatfield,GARY KASCHAK,LIB,5598,0.14521024097948172,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,059,Milton,Milton,MARIELENA LAFEE PEREZ,MILTON,2022-Jun-02,Parm Gill,MASOOD KHAN,CNS,107,0.00274873481131348,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,045,King—Vaughan,King—Vaughan,GEORGE ZOLIS,KING,2022-Jun-02,Stephen Lecce,GILLIAN VIVONA,LIB,11658,0.28505758368584492,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,055,London West,London-Ouest,KAREN MAZEREEUW,LONDON,2022-Jun-02,Peggy Sattler,PAUL PAOLATTO,PCP,16886,0.33851890461489114,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,064,Mississauga—Malton,Mississauga—Malton,MARY BARBARA COSGRIFFE,MISSISSAUGA,2022-Jun-02,Deepak Anand,ROBERT CHAN,GPO,1173,0.04041622161733797,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,067,Newmarket—Aurora,Newmarket—Aurora,TINA BASSO,NEWMARKET,2022-Jun-02,Christine Elliott,YURI DUBOISKY,MOD,118,0.00284179852130144,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,074,Oakville,Oakville,SUSAN KUN,OAKVILLE,2022-Jun-02,Stephen Crawford,MARK FRASER PLATT,NBO,764,0.01640576349073417,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,105,Thunder Bay—Atikokan,Thunder Bay—Atikokan,TRACY TIEMAN,THUNDER BAY,2022-Jun-02,Judith Monteith-Farrell,ROB BARRETT,LIB,6486,0.24385292127227611,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,025,Eglinton—Lawrence,Eglinton—Lawrence,CRAIG SPARLING,TORONTO,2022-Jun-02,Robin Martin,BRYANT THOMPSON,NAP,98,0.00249630648530235,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,087,Pickering—Uxbridge,Pickering—Uxbridge,SANDI SULLIVAN,PICKERING,2022-Jun-02,Peter Bethlenfalvy,NETALIA DUBOISKY,MOD,70,0.00161917098445595,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,043,Kanata—Carleton,Kanata—Carleton,RICHARD DEROUIN,OTTAWA,2022-Jun-02,Merrilee Fullerton,JENNIFER BOUDREAU,NBO,1085,0.02381004630340801,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,097,Scarborough—Rouge Park,Scarborough—Rouge Park,MICHAEL PINTO,TORONTO,2022-Jun-02,Vijay Thanigasalam,MANAL ABDULLAHI,LIB,9784,0.27707294970548255,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,083,Parkdale—High Park,Parkdale—High Park,EDWIN LIM,TORONTO,2022-Jun-02,Bhutila Karpoche,PATRICK MACKLEM,GPO,2587,0.06063660228764297,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,054,London North Centre,London-Centre-Nord,EDWARD THOMPSON,LONDON,2022-Jun-02,Terence Devin Kernaghan,PAUL MCKEEVER,FRE,160,0.00371358941627016,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,065,Mississauga—Streetsville,Mississauga—Streetsville,LINDA THOMAS,MISSISSAUGA,2022-Jun-02,Nina Tangri,REEAD RAHAMUT,GPO,1137,0.02992971649688067,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,121,York—Simcoe,York—Simcoe,NINA WILLCOCKS,EAST GWILLIMBURY,2022-Jun-02,Caroline Mulroney,SPENCER YANG KI,NDP,4083,0.11147209784864038,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,110,Toronto—Danforth,Toronto—Danforth,DIANE STEVENSON,TORONTO,2022-Jun-02,Peter Tabuns,GEORGE SIMOPOULOS,ONP,232,0.00561417094182557,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,052,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,BARBARA MILLS,BROCKVILLE,2022-Jun-02,Steve Clark,STEPHEN IRELAND,PPF,189,0.00442167321729365,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,121,York—Simcoe,York—Simcoe,NINA WILLCOCKS,EAST GWILLIMBURY,2022-Jun-02,Caroline Mulroney,ALANA HOLLANDER,ONP,698,0.01905645953915037,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,003,Aurora—Oak Ridges—Richmond Hill,Aurora—Oak Ridges—Richmond Hill,DEBBIE WONG,AURORA,2022-Jun-02,Michael Parsa,MARJAN KASIRLOU,LIB,10000,0.30713474001044258,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,047,Kitchener Centre,Kitchener-Centre,CATHY MCINNES,KITCHENER,2022-Jun-02,Laura Mae Lindo,WAYNE MAK,GPO,4980,0.12801398385687111,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,072,Nipissing,Nipissing,RONALD ROY,NORTH BAY,2022-Jun-02,Vic Fedeli,TAYLOR RUSSELL,NBO,399,0.01301412309599138,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,117,Willowdale,Willowdale,MAY LYNNE FONG,TORONTO,2022-Jun-02,Stan Cho,MONICA HENRIQUES,GPO,1143,0.03619035557103505,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,005,Barrie—Springwater—Oro-Medonte,Barrie—Springwater—Oro-Medonte,ANITA HAMILTON-LAKING,BARRIE,2022-Jun-02,Doug Downey,BEVERLEY PATCHELL,NDP,3093,0.07830379746835443,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,109,Toronto Centre,Toronto-Centre,CAROLYN MCGILL STROBEL,TORONTO,2022-Jun-02,Suze Morrison,IVAN BYARD,COM,166,0.00475358666704848,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,007,Beaches—East York,Beaches—East York,JEFF PAULIN,TORONTO,2022-Jun-02,Rima Berns-McGown,ANGELA KENNEDY,PCP,7536,0.18539657547726825,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,041,Humber River—Black Creek,Humber River—Black Creek,GUS CARUSO,TORONTO,2022-Jun-02,Tom Rakocevic,PAUL NGUYEN,PCP,6865,0.29746945142560013,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,077,Oshawa,Oshawa,JAMIE NORTON,OSHAWA,2022-Jun-02,Jennifer French,CATHERINE MOSCA,LIB,3726,0.09130338895831801,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,112,University—Rosedale,University—Rosedale,KELLY WALTERS,TORONTO,2022-Jun-02,Jessica Bell,CARL QIU,PCP,6535,0.17576181382964417,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,091,Sarnia—Lambton,Sarnia—Lambton,RYAN WILLIAMS,SARNIA,2022-Jun-02,Bob Bailey,DYLAN STELPSTRA,NDP,9489,0.23615639232473059,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,083,Parkdale—High Park,Parkdale—High Park,EDWIN LIM,TORONTO,2022-Jun-02,Bhutila Karpoche,GUNES AGDUK,COM,221,0.00518001125070316,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,013,Brantford—Brant,Brantford—Brant,MICHAEL WYATT,BRANTFORD,2022-Jun-02,Will Bouma,HARVEY BISCHOF,NDP,13283,0.28289992119779353,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,036,Hamilton Centre,Hamilton-Centre,RYAN LEVERTON,HAMILTON,2022-Jun-02,Andrea Horwath,ANDREA HORWATH,NDP,16690,0.57261467732528219,11890,1
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,082,Oxford,Oxford,ELIZABETH MARTIN,WOODSTOCK,2022-Jun-02,Ernie Hardeman,ERNIE HARDEMAN,PCP,22166,0.50012409467295413,12662,1
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,107,Timiskaming—Cochrane,Timiskaming—Cochrane,LISE LACHAPELLE,TEMISKAMING SHORES,2022-Jun-02,John Vanthof,JEFF WILKINSON,NAP,157,0.00689231309539488,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,071,Nickel Belt,Nickel Belt,PAULINE RENAUD,GREATER SUDBURY,2022-Jun-02,France Gélinas,GLENYS BABCOCK,GPO,921,0.02995414186749926,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,044,Kenora—Rainy River,Kenora—Rainy River,JAYE WESLEY,KENORA,2022-Jun-02,Greg Rickford,MI'AZHIKWAN,IND,95,0.00591568590821346,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,017,Carleton,Carleton,JUDY COSBY,OTTAWA,2022-Jun-02,Goldie Ghamari,KEVIN ST. DENIS,NDP,7256,0.15669675635986697,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,088,Renfrew—Nipissing—Pembroke,Renfrew—Nipissing—Pembroke,LEWIS MACDONALD,PEMBROKE,2022-Jun-02,John Yakabuski,ANNA DOLAN,GPO,1470,0.03657808300985368,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,103,Sudbury,Sudbury,JOE SHAW,GREATER SUDBURY,2022-Jun-02,Jamie West,DAVID FARROW,LIB,5727,0.19472968378102686,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,090,St. Catharines,St. Catharines,JOSEPH HENRIQUES,ST. CATHARINES,2022-Jun-02,Jennie Stevens,MICHELE BRANIFF,GPO,1764,0.04089391691394658,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,022,Don Valley West,Don Valley-Ouest,NASIR ADDETIA,TORONTO,2022-Jun-02,Kathleen Wynne,IRWIN ELMAN,NDP,3392,0.09227421109902067,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,068,Niagara Centre,Niagara-Centre,TONY VERRELLI,WELLAND,2022-Jun-02,Jeff Burch,MICHELLE MCARTHUR,GPO,1865,0.04525820229081731,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,026,Elgin—Middlesex—London,Elgin—Middlesex—London,CARRIE WOOLLEY,ST. THOMAS,2022-Jun-02,Jeff Yurek,ROB FLACK,PCP,22369,0.51081272407572332,14396,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,040,Hastings—Lennox and Addington,Hastings—Lennox and Addington,CAROL MALESKA,GREATER NAPANEE,2022-Jun-02,Daryl Kramp,ERIC DEPOE,NDP,7258,0.19007961449821914,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,078,Ottawa Centre,Ottawa-Centre,DAVID ALLSTON,OTTAWA,2022-Jun-02,Joel Harden,SCOTT HEALEY,PCP,8773,0.15727577490543374,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,070,Niagara West,Niagara-Ouest,ROBERT CIARLO,WEST LINCOLN,2022-Jun-02,Sam Oosterhoff,LAURA GARNER,GPO,2702,0.06464733467317446,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,056,Markham—Stouffville,Markham—Stouffville,LINDA JANKOWSKI,MARKHAM,2022-Jun-02,Paul Calandra,MICHELE PETIT,ONP,517,0.01182444022596802,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,083,Parkdale—High Park,Parkdale—High Park,EDWIN LIM,TORONTO,2022-Jun-02,Bhutila Karpoche,MONIKA FREJLICH,PCP,6270,0.14696231014438402,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,065,Mississauga—Streetsville,Mississauga—Streetsville,LINDA THOMAS,MISSISSAUGA,2022-Jun-02,Nina Tangri,CHRISTINE OLIVER,ONP,484,0.01274053015346547,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,051,Lanark—Frontenac—Kingston,Lanark—Frontenac—Kingston,CHERYL BIRD,SMITHS FALLS,2022-Jun-02,Randy Hillier,MARCIN LEWANDOWSKI,NBO,753,0.01704198257327147,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,069,Niagara Falls,Niagara Falls,KATHLEEN QUIQUERO,NIAGARA FALLS,2022-Jun-02,Wayne Gates,DEVON ST. DENIS-RICHARD,NAP,135,0.00268155092960432,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,120,York Centre,York-Centre,SUZY LAREDO,TORONTO,2022-Jun-02,Roman Baber,PARVIZ ISGANDAROV,MOD,80,0.00284414106939704,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,049,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,CHRISTOPHER GRAVES,KITCHENER,2022-Jun-02,Amy Fee,JESS DIXON,PCP,13768,0.39911873840445269,4650,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,037,Hamilton East—Stoney Creek,Hamilton-Est—Stoney Creek,CATHERINE COUSINS,HAMILTON,2022-Jun-02,Paul Miller,CASSIE WYLIE,GPO,1740,0.04947961098788602,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,120,York Centre,York-Centre,SUZY LAREDO,TORONTO,2022-Jun-02,Roman Baber,LIONEL WAYNE POIZNER,PSN,124,0.00440841865756541,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,060,Mississauga Centre,Mississauga-Centre,SHALINI ALLELUIA,MISSISSAUGA,2022-Jun-02,Natalia Kusendova,ADRIANE FRANKLIN,GPO,1188,0.03519165827359440,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,061,Mississauga East—Cooksville,Mississauga-Est—Cooksville,,MISSISSAUGA,2022-Jun-02,Kaleed Rasheed,KALEED RASHEED,PCP,13840,0.40912853257656379,1206,1
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,068,Niagara Centre,Niagara-Centre,TONY VERRELLI,WELLAND,2022-Jun-02,Jeff Burch,VINCENT GIRCYS,ONP,837,0.02031158998252766,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,067,Newmarket—Aurora,Newmarket—Aurora,TINA BASSO,NEWMARKET,2022-Jun-02,Christine Elliott,DENIS HENG,NDP,5281,0.12718252534739782,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,019,Davenport,Davenport,ROCCO D'AMICO,TORONTO,2022-Jun-02,Marit Stiles,MARIO BILUSIC,NBO,395,0.01113522961125362,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,071,Nickel Belt,Nickel Belt,PAULINE RENAUD,GREATER SUDBURY,2022-Jun-02,France Gélinas,GILLES PROULX,LIB,3042,0.09893648160796175,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,106,Thunder Bay—Superior North,Thunder Bay—Supérieur-Nord,JULIO GOMES,THUNDER BAY,2022-Jun-02,Michael Gravelle,ADAM CHERRY,CNS,125,0.00507428757002516,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,052,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,BARBARA MILLS,BROCKVILLE,2022-Jun-02,Steve Clark,DAVE SENGER,PPR,88,0.00205876848212614,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,027,Essex,Essex,HEATHER KENNEDY,ESSEX,2022-Jun-02,Taras Natyshak,KEVIN LINFIELD,NAP,271,0.00555555555555555,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,029,Etobicoke—Lakeshore,Etobicoke—Lakeshore,WENDY GIBBS,TORONTO,2022-Jun-02,Christine Hogarth,FARHEEN ALIM,NDP,8595,0.17918942584330567,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,090,St. Catharines,St. Catharines,JOSEPH HENRIQUES,ST. CATHARINES,2022-Jun-02,Jennie Stevens,JUDI FALARDEAU,LTN,372,0.00862388724035608,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,091,Sarnia—Lambton,Sarnia—Lambton,RYAN WILLIAMS,SARNIA,2022-Jun-02,Bob Bailey,BOB BAILEY,PCP,21184,0.52721435504342848,11695,1
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,118,Windsor—Tecumseh,Windsor—Tecumseh,MARK MOORE,TECUMSEH,2022-Jun-02,Percy Hatfield,MELISSA COULBECK,GPO,1002,0.02599154366942491,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,008,Brampton Centre,Brampton-Centre,MALCOLM CHING,BRAMPTON,2022-Jun-02,Sara Singh,KARITSA TYE,GPO,882,0.03605444957691207,0,0
